,KO,growth,media,source
100058,b0943,0.87,Glucose,Monk 2015
100427,b1368,0.87,Glucose,Monk 2015
100882,b1863,0.87,Glucose,Monk 2015
101239,b2276,0.87,Glucose,Monk 2015
101458,b2526,0.87,Glucose,Monk 2015
101531,b2621,0.87,Glucose,Monk 2015
101701,b2822,0.87,Glucose,Monk 2015
99353,b0081,0.866666667,Glucose,Monk 2015
100822,b1802,0.866666667,Glucose,Monk 2015
100946,b1941,0.866666667,Glucose,Monk 2015
101298,b2340,0.866666667,Glucose,Monk 2015
101461,b2529,0.866666667,Glucose,Monk 2015
101529,b2619,0.866666667,Glucose,Monk 2015
101905,b3068,0.866666667,Glucose,Monk 2015
99308,b0023,0.863333333,Glucose,Monk 2015
99879,b0742,0.863333333,Glucose,Monk 2015
100044,b0928,0.863333333,Glucose,Monk 2015
100577,b1536,0.863333333,Glucose,Monk 2015
100633,b1598,0.863333333,Glucose,Monk 2015
100751,b1728,0.863333333,Glucose,Monk 2015
100851,b1832,0.863333333,Glucose,Monk 2015
100878,b1859,0.863333333,Glucose,Monk 2015
100895,b1878,0.863333333,Glucose,Monk 2015
101057,b2070,0.863333333,Glucose,Monk 2015
101363,b2417,0.863333333,Glucose,Monk 2015
101384,b2438,0.863333333,Glucose,Monk 2015
103087,b4547,0.863333333,Glucose,Monk 2015
99797,b0632,0.86,Glucose,Monk 2015
100268,b1185,0.86,Glucose,Monk 2015
100593,b1555,0.86,Glucose,Monk 2015
101260,b2297,0.86,Glucose,Monk 2015
101337,b2380,0.86,Glucose,Monk 2015
102649,b4015,0.86,Glucose,Monk 2015
101707,b2830,0.858333333,Glucose,Monk 2015
99368,b0114,0.856666667,Glucose,Monk 2015
99950,b0821,0.856666667,Glucose,Monk 2015
100074,b0960,0.856666667,Glucose,Monk 2015
101440,b2505,0.856666667,Glucose,Monk 2015
102456,b3752,0.856666667,Glucose,Monk 2015
99927,b0797,0.853333333,Glucose,Monk 2015
100869,b1850,0.853333333,Glucose,Monk 2015
102573,b3909,0.853333333,Glucose,Monk 2015
99369,b0115,0.85,Glucose,Monk 2015
100299,b1224,0.85,Glucose,Monk 2015
101859,b3006,0.85,Glucose,Monk 2015
102042,b3237,0.848333333,Glucose,Monk 2015
100212,b1120,0.846666667,Glucose,Monk 2015
100686,b1652,0.846666667,Glucose,Monk 2015
100709,b1678,0.846666667,Glucose,Monk 2015
100880,b1861,0.846666667,Glucose,Monk 2015
100997,b2007,0.846666667,Glucose,Monk 2015
102742,b4116,0.846666667,Glucose,Monk 2015
102783,b4161,0.846666667,Glucose,Monk 2015
102892,b4299,0.846666667,Glucose,Monk 2015
99896,b0766,0.843333333,Glucose,Monk 2015
101795,b2929,0.843333333,Glucose,Monk 2015
102098,b3343,0.843333333,Glucose,Monk 2015
102788,b4171,0.843333333,Glucose,Monk 2015
103044,b4480,0.843333333,Glucose,Monk 2015
100055,b0940,0.84,Glucose,Monk 2015
101032,b2045,0.84,Glucose,Monk 2015
101521,b2603,0.84,Glucose,Monk 2015
102210,b3470,0.84,Glucose,Monk 2015
99415,b0167,0.836666667,Glucose,Monk 2015
99827,b0683,0.836666667,Glucose,Monk 2015
100038,b0919,0.836666667,Glucose,Monk 2015
101818,b2957,0.836666667,Glucose,Monk 2015
99351,b0078,0.833333333,Glucose,Monk 2015
99384,b0131,0.833333333,Glucose,Monk 2015
102813,b4196,0.833333333,Glucose,Monk 2015
100042,b0926,0.83,Glucose,Monk 2015
101449,b2517,0.83,Glucose,Monk 2015
101596,b2706,0.83,Glucose,Monk 2015
102099,b3344,0.83,Glucose,Monk 2015
102817,b4200,0.83,Glucose,Monk 2015
102115,b3360,0.825,Glucose,Monk 2015
99877,b0740,0.823333333,Glucose,Monk 2015
100390,b1325,0.823333333,Glucose,Monk 2015
100831,b1812,0.823333333,Glucose,Monk 2015
101065,b2078,0.823333333,Glucose,Monk 2015
101683,b2801,0.823333333,Glucose,Monk 2015
101700,b2821,0.823333333,Glucose,Monk 2015
99625,b0438,0.82,Glucose,Monk 2015
102587,b3925,0.82,Glucose,Monk 2015
99897,b0767,0.816666667,Glucose,Monk 2015
101891,b3049,0.816666667,Glucose,Monk 2015
99946,b0817,0.813333333,Glucose,Monk 2015
101956,b3127,0.813333333,Glucose,Monk 2015
102100,b3345,0.813333333,Glucose,Monk 2015
99815,b0659,0.81,Glucose,Monk 2015
101790,b2922,0.81,Glucose,Monk 2015
101881,b3035,0.81,Glucose,Monk 2015
102438,b3734,0.81,Glucose,Monk 2015
102627,b3984,0.81,Glucose,Monk 2015
102995,b4411,0.81,Glucose,Monk 2015
99727,b0556,0.806666667,Glucose,Monk 2015
102441,b3737,0.806666667,Glucose,Monk 2015
102641,b4003,0.806666667,Glucose,Monk 2015
102937,b4347,0.806666667,Glucose,Monk 2015
103037,b4473,0.806666667,Glucose,Monk 2015
99873,b0736,0.803333333,Glucose,Monk 2015
100676,b1642,0.803333333,Glucose,Monk 2015
101195,b2229,0.803333333,Glucose,Monk 2015
101817,b2956,0.803333333,Glucose,Monk 2015
102691,b4062,0.803333333,Glucose,Monk 2015
102790,b4173,0.803333333,Glucose,Monk 2015
100345,b1278,0.8,Glucose,Monk 2015
100742,b1712,0.8,Glucose,Monk 2015
100551,b1508,0.796666667,Glucose,Monk 2015
100888,b1870,0.796666667,Glucose,Monk 2015
101259,b2296,0.796666667,Glucose,Monk 2015
102519,b3844,0.796666667,Glucose,Monk 2015
102738,b4112,0.796666667,Glucose,Monk 2015
99328,b0049,0.793333333,Glucose,Monk 2015
100351,b1284,0.793333333,Glucose,Monk 2015
99973,b0844,0.79,Glucose,Monk 2015
102440,b3736,0.79,Glucose,Monk 2015
101498,b2572,0.786666667,Glucose,Monk 2015
102439,b3735,0.786666667,Glucose,Monk 2015
102442,b3738,0.785,Glucose,Monk 2015
99694,b0514,0.783333333,Glucose,Monk 2015
99847,b0708,0.783333333,Glucose,Monk 2015
99863,b0724,0.783333333,Glucose,Monk 2015
100364,b1298,0.783333333,Glucose,Monk 2015
100563,b1522,0.783333333,Glucose,Monk 2015
102249,b3513,0.783333333,Glucose,Monk 2015
99350,b0077,0.78,Glucose,Monk 2015
99795,b0630,0.78,Glucose,Monk 2015
101184,b2215,0.78,Glucose,Monk 2015
102179,b3430,0.78,Glucose,Monk 2015
99401,b0149,0.773333333,Glucose,Monk 2015
99763,b0594,0.77,Glucose,Monk 2015
99874,b0737,0.77,Glucose,Monk 2015
100083,b0969,0.77,Glucose,Monk 2015
102467,b3773,0.77,Glucose,Monk 2015
102334,b3606,0.766666667,Glucose,Monk 2015
99864,b0726,0.763333333,Glucose,Monk 2015
100193,b1096,0.763333333,Glucose,Monk 2015
102037,b3229,0.763333333,Glucose,Monk 2015
100899,b1882,0.756666667,Glucose,Monk 2015
102114,b3359,0.755,Glucose,Monk 2015
102436,b3732,0.755,Glucose,Monk 2015
101641,b2754,0.753333333,Glucose,Monk 2015
101537,b2627,0.75,Glucose,Monk 2015
101017,b2028,0.746666667,Glucose,Monk 2015
102866,b4260,0.746666667,Glucose,Monk 2015
99372,b0118,0.743333333,Glucose,Monk 2015
101775,b2907,0.743333333,Glucose,Monk 2015
102462,b3766,0.743333333,Glucose,Monk 2015
102612,b3952,0.74,Glucose,Monk 2015
101972,b3143,0.733333333,Glucose,Monk 2015
102517,b3839,0.73,Glucose,Monk 2015
102529,b3860,0.73,Glucose,Monk 2015
101689,b2807,0.723333333,Glucose,Monk 2015
101250,b2287,0.72,Glucose,Monk 2015
102316,b3587,0.72,Glucose,Monk 2015
99367,b0113,0.716666667,Glucose,Monk 2015
99606,b0416,0.716666667,Glucose,Monk 2015
101782,b2914,0.716666667,Glucose,Monk 2015
101993,b3167,0.716666667,Glucose,Monk 2015
102075,b3290,0.716666667,Glucose,Monk 2015
102178,b3429,0.716666667,Glucose,Monk 2015
99624,b0437,0.71,Glucose,Monk 2015
102142,b3390,0.71,Glucose,Monk 2015
100708,b1677,0.706666667,Glucose,Monk 2015
102156,b3405,0.706666667,Glucose,Monk 2015
101981,b3153,0.703333333,Glucose,Monk 2015
99375,b0121,0.7,Glucose,Monk 2015
99387,b0134,0.7,Glucose,Monk 2015
101759,b2890,0.7,Glucose,Monk 2015
100552,b1511,0.693333333,Glucose,Monk 2015
102203,b3459,0.693333333,Glucose,Monk 2015
102951,b4362,0.693333333,Glucose,Monk 2015
101858,b3005,0.69,Glucose,Monk 2015
102490,b3806,0.69,Glucose,Monk 2015
100403,b1339,0.686666667,Glucose,Monk 2015
101247,b2284,0.686666667,Glucose,Monk 2015
100849,b1830,0.68,Glucose,Monk 2015
100015,b0889,0.675,Glucose,Monk 2015
99646,b0460,0.666666667,Glucose,Monk 2015
100407,b1343,0.666666667,Glucose,Monk 2015
100347,b1280,0.663333333,Glucose,Monk 2015
101082,b2102,0.663333333,Glucose,Monk 2015
99865,b0727,0.66,Glucose,Monk 2015
102437,b3733,0.66,Glucose,Monk 2015
102014,b3204,0.656666667,Glucose,Monk 2015
103082,b4541,0.646666667,Glucose,Monk 2015
99439,b0215,0.64,Glucose,Monk 2015
102789,b4172,0.633333333,Glucose,Monk 2015
99831,b0688,0.63,Glucose,Monk 2015
100303,b1232,0.626666667,Glucose,Monk 2015
102514,b3833,0.626666667,Glucose,Monk 2015
102596,b3935,0.621666667,Glucose,Monk 2015
99304,b0014,0.613333333,Glucose,Monk 2015
100034,b0912,0.613333333,Glucose,Monk 2015
99875,b0738,0.596666667,Glucose,Monk 2015
100168,b1065,0.583333333,Glucose,Monk 2015
99753,b0584,0.58,Glucose,Monk 2015
102060,b3263,0.576666667,Glucose,Monk 2015
101279,b2318,0.57,Glucose,Monk 2015
99386,b0133,0.533333333,Glucose,Monk 2015
101083,b2103,0.533333333,Glucose,Monk 2015
102435,b3731,0.53,Glucose,Monk 2015
100196,b1101,0.523333333,Glucose,Monk 2015
102138,b3386,0.523333333,Glucose,Monk 2015
99397,b0145,0.506666667,Glucose,Monk 2015
100275,b1192,0.503333333,Glucose,Monk 2015
100884,b1865,0.5,Glucose,Monk 2015
102659,b4025,0.5,Glucose,Monk 2015
102630,b3991,0.496666667,Glucose,Monk 2015
99409,b0159,0.493333333,Glucose,Monk 2015
99878,b0741,0.483333333,Glucose,Monk 2015
101524,b2608,0.463333333,Glucose,Monk 2015
100308,b1237,0.46,Glucose,Monk 2015
102633,b3994,0.46,Glucose,Monk 2015
99607,b0418,0.44,Glucose,Monk 2015
99610,b0423,0.436666667,Glucose,Monk 2015
101197,b2232,0.406666667,Glucose,Monk 2015
102629,b3990,0.405,Glucose,Monk 2015
102632,b3993,0.405,Glucose,Monk 2015
102829,b4214,0.4,Glucose,Monk 2015
100715,b1684,0.393333333,Glucose,Monk 2015
101361,b2415,0.393333333,Glucose,Monk 2015
101183,b2214,0.39,Glucose,Monk 2015
102012,b3202,0.383333333,Glucose,Monk 2015
100693,b1659,0.376666667,Glucose,Monk 2015
102631,b3992,0.376666667,Glucose,Monk 2015
101482,b2551,0.37,Glucose,Monk 2015
101716,b2839,0.36,Glucose,Monk 2015
100420,b1358,0.343333333,Glucose,Monk 2015
100795,b1773,0.343333333,Glucose,Monk 2015
102578,b3916,0.316666667,Glucose,Monk 2015
102991,b4407,0.316666667,Glucose,Monk 2015
101414,b2479,0.306666667,Glucose,Monk 2015
99905,b0775,0.293333333,Glucose,Monk 2015
99793,b0628,0.271666667,Glucose,Monk 2015
101281,b2320,0.268333333,Glucose,Monk 2015
102855,b4245,0.266666667,Glucose,Monk 2015
100139,b1035,0.256666667,Glucose,Monk 2015
100321,b1252,0.25,Glucose,Monk 2015
99370,b0116,0.22,Glucose,Monk 2015
101360,b2414,0.216666667,Glucose,Monk 2015
101362,b2416,0.206666667,Glucose,Monk 2015
100332,b1263,0.196666667,Glucose,Monk 2015
102601,b3940,0.19,Glucose,Monk 2015
102616,b3956,0.183333333,Glucose,Monk 2015
101371,b2425,0.173333333,Glucose,Monk 2015
101493,b2564,0.163333333,Glucose,Monk 2015
99754,b0585,0.146666667,Glucose,Monk 2015
99331,b0052,0.136666667,Glucose,Monk 2015
101860,b3008,0.133333333,Glucose,Monk 2015
100333,b1264,0.131666667,Glucose,Monk 2015
100223,b1132,0.12,Glucose,Monk 2015
99757,b0588,0.106666667,Glucose,Monk 2015
101368,b2422,0.106666667,Glucose,Monk 2015
99859,b0720,0.093333333,Glucose,Monk 2015
101369,b2423,0.093333333,Glucose,Monk 2015
99758,b0589,0.08,Glucose,Monk 2015
99761,b0592,0.05,Glucose,Monk 2015
101370,b2424,0.05,Glucose,Monk 2015
101649,b2762,0.04,Glucose,Monk 2015
100331,b1262,0.033333333,Glucose,Monk 2015
100060,b0945,0.03,Glucose,Monk 2015
100113,b1001,0.023333333,Glucose,Monk 2015
101499,b2574,0.023333333,Glucose,Monk 2015
101639,b2752,0.023333333,Glucose,Monk 2015
101638,b2751,0.016666667,Glucose,Monk 2015
99293,b0002,0.013333333,Glucose,Monk 2015
100672,b1638,0.011666667,Glucose,Monk 2015
99759,b0590,0.006666667,Glucose,Monk 2015
99880,b0750,0.003333333,Glucose,Monk 2015
102466,b3772,0.003333333,Glucose,Monk 2015
99294,b0003,0.0,Glucose,Monk 2015
99295,b0004,0.0,Glucose,Monk 2015
99312,b0032,0.0,Glucose,Monk 2015
99313,b0033,0.0,Glucose,Monk 2015
99344,b0071,0.0,Glucose,Monk 2015
99345,b0072,0.0,Glucose,Monk 2015
99346,b0073,0.0,Glucose,Monk 2015
99347,b0074,0.0,Glucose,Monk 2015
99348,b0075,0.0,Glucose,Monk 2015
99363,b0109,0.0,Glucose,Monk 2015
99465,b0242,0.0,Glucose,Monk 2015
99466,b0243,0.0,Glucose,Monk 2015
99581,b0386,0.0,Glucose,Monk 2015
99701,b0522,0.0,Glucose,Monk 2015
99702,b0523,0.0,Glucose,Monk 2015
100030,b0907,0.0,Glucose,Monk 2015
100031,b0908,0.0,Glucose,Monk 2015
100032,b0909,0.0,Glucose,Monk 2015
100165,b1062,0.0,Glucose,Monk 2015
100227,b1136,0.0,Glucose,Monk 2015
100329,b1260,0.0,Glucose,Monk 2015
100330,b1261,0.0,Glucose,Monk 2015
100343,b1275,0.0,Glucose,Monk 2015
100348,b1281,0.0,Glucose,Monk 2015
100723,b1693,0.0,Glucose,Monk 2015
100863,b1844,0.0,Glucose,Monk 2015
101008,b2019,0.0,Glucose,Monk 2015
101009,b2020,0.0,Glucose,Monk 2015
101010,b2021,0.0,Glucose,Monk 2015
101011,b2022,0.0,Glucose,Monk 2015
101012,b2023,0.0,Glucose,Monk 2015
101013,b2024,0.0,Glucose,Monk 2015
101014,b2025,0.0,Glucose,Monk 2015
101015,b2026,0.0,Glucose,Monk 2015
101275,b2312,0.0,Glucose,Monk 2015
101289,b2329,0.0,Glucose,Monk 2015
101412,b2476,0.0,Glucose,Monk 2015
101417,b2482,0.0,Glucose,Monk 2015
101434,b2499,0.0,Glucose,Monk 2015
101442,b2507,0.0,Glucose,Monk 2015
101443,b2508,0.0,Glucose,Monk 2015
101462,b2530,0.0,Glucose,Monk 2015
101488,b2557,0.0,Glucose,Monk 2015
101517,b2599,0.0,Glucose,Monk 2015
101518,b2600,0.0,Glucose,Monk 2015
101637,b2750,0.0,Glucose,Monk 2015
101650,b2763,0.0,Glucose,Monk 2015
101651,b2764,0.0,Glucose,Monk 2015
101697,b2818,0.0,Glucose,Monk 2015
101715,b2838,0.0,Glucose,Monk 2015
101781,b2913,0.0,Glucose,Monk 2015
101899,b3058,0.0,Glucose,Monk 2015
101995,b3172,0.0,Glucose,Monk 2015
102071,b3281,0.0,Glucose,Monk 2015
102123,b3368,0.0,Glucose,Monk 2015
102141,b3389,0.0,Glucose,Monk 2015
102335,b3607,0.0,Glucose,Monk 2015
102363,b3642,0.0,Glucose,Monk 2015
102464,b3770,0.0,Glucose,Monk 2015
102465,b3771,0.0,Glucose,Monk 2015
102468,b3774,0.0,Glucose,Monk 2015
102492,b3809,0.0,Glucose,Monk 2015
102509,b3828,0.0,Glucose,Monk 2015
102510,b3829,0.0,Glucose,Monk 2015
102537,b3870,0.0,Glucose,Monk 2015
102581,b3919,0.0,Glucose,Monk 2015
102600,b3939,0.0,Glucose,Monk 2015
102602,b3941,0.0,Glucose,Monk 2015
102617,b3957,0.0,Glucose,Monk 2015
102618,b3958,0.0,Glucose,Monk 2015
102619,b3959,0.0,Glucose,Monk 2015
102620,b3960,0.0,Glucose,Monk 2015
102621,b3961,0.0,Glucose,Monk 2015
102643,b4005,0.0,Glucose,Monk 2015
102644,b4006,0.0,Glucose,Monk 2015
102647,b4013,0.0,Glucose,Monk 2015
102794,b4177,0.0,Glucose,Monk 2015
102974,b4388,0.0,Glucose,Monk 2015
